identifier	sample_id	contig_id	BGC_start	BGC_end	BGC_length	deepBGC	GECCO	antiSMASH	merged	Product_class	Tool_representative	BGC_probability	mmseqs_lineage_contig
RIG001_NODE_67_0	RIG001-megahit	NODE_67_length_23849_cov_93.8	4076.0	14830.0	10754.0	Yes			1	Unknown	deepBGC	0.78607	
RIG001_NODE_691_0	RIG001-megahit	NODE_691_length_8351_cov_57.3	53.0	8243.0	8190.0	Yes	Yes		2	NRP	deepBGC	0.993	
RIG001_NODE_697_0	RIG001-megahit	NODE_697_length_8319_cov_62.9	1136.0	6940.0	5804.0	Yes			1	Unknown	deepBGC	0.63281	
RIG001_NODE_760_0	RIG001-megahit	NODE_760_length_8025_cov_363.3	1743.0	5645.0	3902.0	Yes			1	Unknown	deepBGC	0.60133	
RIG001_NODE_807_0	RIG001-megahit	NODE_807_length_7782_cov_69.2	115.0	4837.0	4722.0	Yes			1	RiPP	deepBGC	0.78398	
RIG001_NODE_81_0	RIG001-megahit	NODE_81_length_22164_cov_177.3	19.0	9496.0	9477.0	Yes			1	Unknown	deepBGC	0.79322	
RIG001_NODE_811_0	RIG001-megahit	NODE_811_length_7767_cov_358.0	400.0	4682.0	4282.0	Yes			1	Unknown	deepBGC	0.63773	
RIG001_NODE_821_0	RIG001-megahit	NODE_821_length_7725_cov_113.1	79.0	7587.0	7508.0	Yes			1	Unknown	deepBGC	0.94587	
RIG001_NODE_861_0	RIG001-megahit	NODE_861_length_7541_cov_360.4	892.0	7384.0	6492.0	Yes			1	Polyketide	deepBGC	0.72674	
RIG001_NODE_865_0	RIG001-megahit	NODE_865_length_7521_cov_191.2	201.0	4446.0	4245.0	Yes			1	Unknown	deepBGC	0.68084	
RIG001_NODE_87_0	RIG001-megahit	NODE_87_length_21334_cov_133.1	1451.0	21299.0	19848.0	Yes	Yes		2	NRP	deepBGC	0.85994	
RIG001_NODE_93_0	RIG001-megahit	NODE_93_length_21040_cov_268.0	9557.0	20872.0	11315.0	Yes			1	Unknown	deepBGC	0.71319	
RIG001_NODE_936_0	RIG001-megahit	NODE_936_length_7268_cov_357.1	340.0	5734.0	5394.0	Yes			1	Unknown	deepBGC	0.63064	
SPM002_NODE_143_0	SPM002-megahit	NODE_143_length_5635_cov_27.8	579.0	5525.0	4946.0	Yes			1	Unknown	deepBGC	0.71717	
SPM002_NODE_145_0	SPM002-megahit	NODE_145_length_5612_cov_27.9	249.0	5369.0	5120.0	Yes			1	Unknown	deepBGC	0.68994	
SPM002_NODE_234_0	SPM002-megahit	NODE_234_length_3404_cov_26.2	3.0	3156.0	3153.0		Yes		1	Polyketide	GECCO	0.8331523727321869	
SPM002_NODE_27_0	SPM002-megahit	NODE_27_length_14586_cov_29.6	108.0	8626.0	8518.0	Yes			1	Unknown	deepBGC	0.60482	
SPM002_NODE_42_0	SPM002-megahit	NODE_42_length_12590_cov_28.9	449.0	12162.0	11713.0	Yes			1	RiPP	deepBGC	0.79635	
SPM002_NODE_58_0	SPM002-megahit	NODE_58_length_10879_cov_30.5	566.0	6129.0	5563.0	Yes			1	Other	deepBGC	0.62823	
TAF008_NODE_1006_0	TAF008-megahit	NODE_1006_length_5374_cov_43.2	211.0	4358.0	4147.0	Yes			1	Unknown	deepBGC	0.74306	
TAF008_NODE_1007_0	TAF008-megahit	NODE_1007_length_5371_cov_42.7	1271.0	5111.0	3840.0	Yes			1	Polyketide	deepBGC	0.64036	
TAF008_NODE_104_0	TAF008-megahit	NODE_104_length_22075_cov_283.8	10989.0	21992.0	11003.0	Yes			1	Unknown	deepBGC	0.60471	
TAF008_NODE_1064_0	TAF008-megahit	NODE_1064_length_5147_cov_50.3	90.0	5104.0	5014.0	Yes			1	Unknown	deepBGC	0.74056	
TAF008_NODE_1113_0	TAF008-megahit	NODE_1113_length_5005_cov_52.8	631.0	4864.0	4233.0	Yes			1	Unknown	deepBGC	0.92462	
TAF008_NODE_1136_0	TAF008-megahit	NODE_1136_length_4927_cov_77.0	955.0	4667.0	3712.0	Yes			1	RiPP	deepBGC	0.82361	
TAF008_NODE_1155_0	TAF008-megahit	NODE_1155_length_4879_cov_59.6	540.0	4690.0	4150.0	Yes			1	Unknown	deepBGC	0.64987	
TAF008_NODE_1167_0	TAF008-megahit	NODE_1167_length_4861_cov_56.8	327.0	4759.0	4432.0	Yes			1	Unknown	deepBGC	0.68346	
TAF008_NODE_1174_0	TAF008-megahit	NODE_1174_length_4848_cov_72.4	425.0	4702.0	4277.0	Yes			1	Unknown	deepBGC	0.71138	
TAF008_NODE_1185_0	TAF008-megahit	NODE_1185_length_4816_cov_59.2	45.0	4465.0	4420.0	Yes			1	Terpene	deepBGC	0.68358	
TAF008_NODE_1194_0	TAF008-megahit	NODE_1194_length_4790_cov_285.6	56.0	4366.0	4310.0	Yes			1	Unknown	deepBGC	0.60828	
TAF008_NODE_1216_0	TAF008-megahit	NODE_1216_length_4721_cov_43.4	159.0	4496.0	4337.0	Yes			1	RiPP	deepBGC	0.64863	
TAF008_NODE_1247_0	TAF008-megahit	NODE_1247_length_4644_cov_282.7	207.0	4530.0	4323.0	Yes			1	Unknown	deepBGC	0.701	
TAF008_NODE_1305_0	TAF008-megahit	NODE_1305_length_4498_cov_104.4	58.0	3137.0	3079.0	Yes			1	Unknown	deepBGC	0.71088	
TAF008_NODE_1313_0	TAF008-megahit	NODE_1313_length_4480_cov_117.4	661.0	4062.0	3401.0	Yes			1	Unknown	deepBGC	0.65614	
TAF008_NODE_1326_0	TAF008-megahit	NODE_1326_length_4447_cov_45.0	962.0	4363.0	3401.0	Yes			1	Unknown	deepBGC	0.71614	
TAF008_NODE_1387_0	TAF008-megahit	NODE_1387_length_4311_cov_51.2	887.0	4234.0	3347.0	Yes			1	Unknown	deepBGC	0.72236	
TAF008_NODE_1398_0	TAF008-megahit	NODE_1398_length_4295_cov_200.3	36.0	4208.0	4172.0	Yes			1	Unknown	deepBGC	0.64386	
TAF008_NODE_1475_0	TAF008-megahit	NODE_1475_length_4156_cov_44.4	312.0	3474.0	3162.0	Yes			1	Unknown	deepBGC	0.60005	
TAF008_NODE_1538_0	TAF008-megahit	NODE_1538_length_4032_cov_55.8	99.0	3262.0	3163.0	Yes			1	Unknown	deepBGC	0.61747	
TAF008_NODE_1584_0	TAF008-megahit	NODE_1584_length_3947_cov_58.6	272.0	3791.0	3519.0	Yes			1	RiPP	deepBGC	0.72406	
TAF008_NODE_1637_0	TAF008-megahit	NODE_1637_length_3840_cov_57.3	529.0	3530.0	3001.0	Yes			1	Unknown	deepBGC	0.62542	
TAF008_NODE_18_0	TAF008-megahit	NODE_18_length_50025_cov_185.4	40309.0	49887.0	9578.0	Yes			1	Unknown	deepBGC	0.66631	
TAF008_NODE_1868_0	TAF008-megahit	NODE_1868_length_3495_cov_101.3	117.0	3213.0	3096.0	Yes			1	Polyketide	deepBGC	0.62921	
TAF008_NODE_1869_0	TAF008-megahit	NODE_1869_length_3494_cov_47.0	116.0	3385.0	3269.0	Yes			1	Unknown	deepBGC	0.71145	
TAF008_NODE_189_0	TAF008-megahit	NODE_189_length_14797_cov_139.1	655.0	6911.0	6256.0	Yes			1	Unknown	deepBGC	0.65447	
TAF008_NODE_191_0	TAF008-megahit	NODE_191_length_14748_cov_250.5	1831.0	8644.0	6813.0	Yes			1	Polyketide	deepBGC	0.76252	
TAF008_NODE_1936_0	TAF008-megahit	NODE_1936_length_3411_cov_41.7	47.0	3214.0	3167.0	Yes			1	Unknown	deepBGC	0.80827	
TAF008_NODE_208_0	TAF008-megahit	NODE_208_length_13960_cov_141.5	261.0	4705.0	4444.0	Yes			1	Polyketide	deepBGC	0.63818	
TAF008_NODE_235_0	TAF008-megahit	NODE_235_length_12635_cov_190.1	3560.0	12347.0	8787.0	Yes			1	Unknown	deepBGC	0.71327	
TAF008_NODE_236_0	TAF008-megahit	NODE_236_length_12623_cov_89.4	8627.0	12536.0	3909.0	Yes			1	Polyketide	deepBGC	0.71144	
TAF008_NODE_237_0	TAF008-megahit	NODE_237_length_12595_cov_47.8	37.0	5208.0	5171.0	Yes			1	Unknown	deepBGC	0.75647	
TAF008_NODE_240_0	TAF008-megahit	NODE_240_length_12567_cov_99.4	370.0	12502.0	12132.0	Yes	Yes		2	RiPP	deepBGC	0.99116	
TAF008_NODE_25_0	TAF008-megahit	NODE_25_length_43723_cov_202.5	38037.0	41805.0	3768.0	Yes			1	Unknown	deepBGC	0.61805	
TAF008_NODE_257_0	TAF008-megahit	NODE_257_length_12010_cov_67.8	1929.0	8208.0	6279.0	Yes			1	Unknown	deepBGC	0.64489	
TAF008_NODE_269_0	TAF008-megahit	NODE_269_length_11686_cov_47.8	228.0	10480.0	10252.0	Yes			1	Unknown	deepBGC	0.68971	
TAF008_NODE_291_0	TAF008-megahit	NODE_291_length_11067_cov_85.6	199.0	10796.0	10597.0	Yes			1	Unknown	deepBGC	0.67932	
TAF008_NODE_301_0	TAF008-megahit	NODE_301_length_10869_cov_70.7	771.0	10661.0	9890.0	Yes			1	Unknown	deepBGC	0.73745	
TAF008_NODE_328_0	TAF008-megahit	NODE_328_length_10254_cov_108.9	499.0	9993.0	9494.0	Yes			1	Unknown	deepBGC	0.9257	
TAF008_NODE_335_0	TAF008-megahit	NODE_335_length_10163_cov_56.1	3585.0	10069.0	6484.0	Yes			1	RiPP	deepBGC	0.6312	
TAF008_NODE_344_0	TAF008-megahit	NODE_344_length_10035_cov_304.0	2709.0	9960.0	7251.0	Yes			1	RiPP	deepBGC	0.70184	
TAF008_NODE_348_0	TAF008-megahit	NODE_348_length_10010_cov_57.9	3739.0	9980.0	6241.0	Yes			1	Unknown	deepBGC	0.71124	
TAF008_NODE_380_0	TAF008-megahit	NODE_380_length_9470_cov_52.7	3607.0	9404.0	5797.0	Yes			1	Unknown	deepBGC	0.78199	
TAF008_NODE_388_0	TAF008-megahit	NODE_388_length_9341_cov_58.1	133.0	5637.0	5504.0	Yes			1	Unknown	deepBGC	0.67184	
TAF008_NODE_39_0	TAF008-megahit	NODE_39_length_35423_cov_208.4	3797.0	8137.0	4340.0	Yes			1	Unknown	deepBGC	0.79448	
TAF008_NODE_395_0	TAF008-megahit	NODE_395_length_9227_cov_57.0	1166.0	5578.0	4412.0	Yes			1	Polyketide	deepBGC	0.60013	
TAF008_NODE_399_0	TAF008-megahit	NODE_399_length_9179_cov_246.1	93.0	6064.0	5971.0	Yes			1	Unknown	deepBGC	0.69773	
TAF008_NODE_409_0	TAF008-megahit	NODE_409_length_9053_cov_288.3	705.0	8650.0	7945.0	Yes			1	Unknown	deepBGC	0.79725	
TAF008_NODE_412_0	TAF008-megahit	NODE_412_length_9021_cov_274.8	223.0	8784.0	8561.0	Yes			1	Unknown	deepBGC	0.7132	
TAF008_NODE_438_0	TAF008-megahit	NODE_438_length_8734_cov_62.7	239.0	8618.0	8379.0	Yes			1	Unknown	deepBGC	0.87238	
TAF008_NODE_442_0	TAF008-megahit	NODE_442_length_8683_cov_101.9	502.0	8244.0	7742.0	Yes			1	Unknown	deepBGC	0.65654	
TAF008_NODE_459_0	TAF008-megahit	NODE_459_length_8565_cov_58.6	61.0	8432.0	8371.0	Yes			1	Unknown	deepBGC	0.71175	
TAF008_NODE_484_0	TAF008-megahit	NODE_484_length_8290_cov_43.0	324.0	8284.0	7960.0	Yes	Yes		2	RiPP	deepBGC	0.85188	
TAF008_NODE_50_0	TAF008-megahit	NODE_50_length_31374_cov_175.3	217.0	3919.0	3702.0	Yes			1	Unknown	deepBGC	0.62483	
TAF008_NODE_518_0	TAF008-megahit	NODE_518_length_8017_cov_146.4	572.0	7507.0	6935.0	Yes			1	RiPP	deepBGC	0.91023	
TAF008_NODE_540_0	TAF008-megahit	NODE_540_length_7685_cov_68.1	294.0	4451.0	4157.0	Yes			1	Unknown	deepBGC	0.60504	
TAF008_NODE_614_0	TAF008-megahit	NODE_614_length_7209_cov_51.1	2771.0	6823.0	4052.0	Yes			1	RiPP	deepBGC	0.63849	
TAF008_NODE_63_0	TAF008-megahit	NODE_63_length_28819_cov_144.0	5714.0	11093.0	5379.0	Yes			1	Polyketide	deepBGC	0.61274	
TAF008_NODE_674_0	TAF008-megahit	NODE_674_length_6866_cov_57.7	71.0	6792.0	6721.0	Yes			1	RiPP	deepBGC	0.74006	
TAF008_NODE_719_0	TAF008-megahit	NODE_719_length_6604_cov_184.8	115.0	6390.0	6275.0	Yes			1	RiPP	deepBGC	0.81135	
TAF008_NODE_722_0	TAF008-megahit	NODE_722_length_6568_cov_59.9	85.0	5228.0	5143.0	Yes			1	RiPP	deepBGC	0.81279	
TAF008_NODE_724_0	TAF008-megahit	NODE_724_length_6557_cov_221.8	148.0	5650.0	5502.0	Yes			1	RiPP	deepBGC	0.81073	
TAF008_NODE_74_0	TAF008-megahit	NODE_74_length_26158_cov_78.6	3.0	25608.0	25605.0		Yes		1	NRP	GECCO	0.9927694060776524	
TAF008_NODE_744_0	TAF008-megahit	NODE_744_length_6483_cov_44.8	85.0	6183.0	6098.0	Yes			1	Unknown	deepBGC	0.76619	
TAF008_NODE_763_0	TAF008-megahit	NODE_763_length_6387_cov_303.2	127.0	4838.0	4711.0	Yes			1	Unknown	deepBGC	0.79332	
TAF008_NODE_772_0	TAF008-megahit	NODE_772_length_6351_cov_57.8	617.0	4063.0	3446.0	Yes			1	Polyketide	deepBGC	0.64378	
TAF008_NODE_812_0	TAF008-megahit	NODE_812_length_6141_cov_261.9	1184.0	4666.0	3482.0	Yes			1	Polyketide	deepBGC	0.69591	
TAF008_NODE_843_0	TAF008-megahit	NODE_843_length_6008_cov_58.5	78.0	5464.0	5386.0	Yes			1	Unknown	deepBGC	0.71971	
TAF008_NODE_855_0	TAF008-megahit	NODE_855_length_5939_cov_274.3	94.0	5638.0	5544.0	Yes			1	Unknown	deepBGC	0.84649	
TAF008_NODE_887_0	TAF008-megahit	NODE_887_length_5811_cov_49.0	19.0	5618.0	5599.0	Yes			1	RiPP	deepBGC	0.69687	
TAF008_NODE_918_0	TAF008-megahit	NODE_918_length_5721_cov_53.3	150.0	5655.0	5505.0	Yes			1	Unknown	deepBGC	0.77123	
TAF008_NODE_94_0	TAF008-megahit	NODE_94_length_22921_cov_141.7	9677.0	19964.0	10289.0			Yes	1	RiPP	antiSMASH		
TAF008_NODE_96_0	TAF008-megahit	NODE_96_length_22564_cov_188.0	189.0	22234.0	22045.0	Yes			1	Unknown	deepBGC	0.86144	
TAF017_NODE_117_0	TAF017-megahit	NODE_117_length_4123_cov_67.7	276.0	3514.0	3238.0	Yes			1	Unknown	deepBGC	0.74135	
TAF017_NODE_79_0	TAF017-megahit	NODE_79_length_4862_cov_63.5	173.0	4687.0	4514.0	Yes			1	Unknown	deepBGC	0.80878	
VLC002_NODE_1_0	VLC002-metaspades	NODE_1_length_251639_cov_15.557488	191840.0	205067.0	13227.0	Yes			1	Unknown	deepBGC	0.84176	
VLC002_NODE_1_1	VLC002-metaspades	NODE_1_length_251639_cov_15.557488_A	98444.0	102520.0	4076.0	Yes			1	Unknown	deepBGC	0.66213	
VLC002_NODE_1010_0	VLC002-metaspades	NODE_1010_length_5107_cov_33.857680	262.0	4965.0	4703.0	Yes			1	RiPP	deepBGC	0.77063	
VLC002_NODE_1120_0	VLC002-metaspades	NODE_1120_length_4828_cov_8.221454	68.0	4739.0	4671.0	Yes			1	Polyketide	deepBGC	0.76236	
VLC002_NODE_1123_0	VLC002-metaspades	NODE_1123_length_4825_cov_14.608176	36.0	3559.0	3523.0	Yes			1	Unknown	deepBGC	0.66244	
VLC002_NODE_113_0	VLC002-metaspades	NODE_113_length_20180_cov_15.877764	4348.0	19934.0	15586.0	Yes			1	RiPP	deepBGC	0.76487	
VLC002_NODE_1133_0	VLC002-metaspades	NODE_1133_length_4800_cov_12.641307	441.0	4694.0	4253.0	Yes			1	Polyketide	deepBGC	0.70701	
VLC002_NODE_1141_0	VLC002-metaspades	NODE_1141_length_4789_cov_15.641741	589.0	4657.0	4068.0	Yes			1	Unknown	deepBGC	0.73141	
VLC002_NODE_1209_0	VLC002-metaspades	NODE_1209_length_4620_cov_76.092004	109.0	4595.0	4486.0	Yes			1	Unknown	deepBGC	0.69373	
VLC002_NODE_1225_0	VLC002-metaspades	NODE_1225_length_4588_cov_8.738363	86.0	3891.0	3805.0	Yes			1	Unknown	deepBGC	0.66885	
VLC002_NODE_1310_0	VLC002-metaspades	NODE_1310_length_4414_cov_13.669649	61.0	3200.0	3139.0	Yes			1	Unknown	deepBGC	0.6113	
VLC002_NODE_1321_0	VLC002-metaspades	NODE_1321_length_4393_cov_7.450207	56.0	3134.0	3078.0	Yes			1	Unknown	deepBGC	0.60566	
VLC002_NODE_1353_0	VLC002-metaspades	NODE_1353_length_4343_cov_7.200560	249.0	4233.0	3984.0	Yes			1	Unknown	deepBGC	0.60574	
VLC002_NODE_1359_0	VLC002-metaspades	NODE_1359_length_4332_cov_8.581482	74.0	4108.0	4034.0	Yes			1	Unknown	deepBGC	0.61141	
VLC002_NODE_136_0	VLC002-metaspades	NODE_136_length_17254_cov_15.621955	1728.0	7355.0	5627.0	Yes			1	Unknown	deepBGC	0.72815	
VLC002_NODE_1389_0	VLC002-metaspades	NODE_1389_length_4259_cov_6.437916	628.0	3878.0	3250.0	Yes			1	Unknown	deepBGC	0.81273	
VLC002_NODE_142_0	VLC002-metaspades	NODE_142_length_16809_cov_15.953802	116.0	11418.0	11302.0	Yes			1	RiPP	deepBGC	0.64834	
VLC002_NODE_1466_0	VLC002-metaspades	NODE_1466_length_4130_cov_9.873620	312.0	3836.0	3524.0	Yes			1	Other	deepBGC	0.86045	
VLC002_NODE_1468_0	VLC002-metaspades	NODE_1468_length_4124_cov_8.719587	12.0	3650.0	3638.0	Yes			1	Unknown	deepBGC	0.61662	
VLC002_NODE_1482_0	VLC002-metaspades	NODE_1482_length_4095_cov_12.165347	295.0	4023.0	3728.0	Yes			1	Polyketide	deepBGC	0.81255	
VLC002_NODE_1554_0	VLC002-metaspades	NODE_1554_length_3973_cov_7.582950	120.0	3889.0	3769.0	Yes			1	Unknown	deepBGC	0.62173	
VLC002_NODE_1634_0	VLC002-metaspades	NODE_1634_length_3862_cov_10.772262	141.0	3183.0	3042.0	Yes			1	Unknown	deepBGC	0.63382	
VLC002_NODE_170_0	VLC002-metaspades	NODE_170_length_15072_cov_13.192182	1787.0	12367.0	10580.0	Yes			1	Polyketide	deepBGC	0.7219	
VLC002_NODE_177_0	VLC002-metaspades	NODE_177_length_14302_cov_14.194146	2411.0	7866.0	5455.0	Yes			1	Unknown	deepBGC	0.64453	
VLC002_NODE_192_0	VLC002-metaspades	NODE_192_length_13829_cov_15.106069	272.0	10669.0	10397.0	Yes			1	RiPP	deepBGC	0.76312	
VLC002_NODE_194_0	VLC002-metaspades	NODE_194_length_13718_cov_15.661202	643.0	13087.0	12444.0	Yes			1	Unknown	deepBGC	0.61346	
VLC002_NODE_1968_0	VLC002-metaspades	NODE_1968_length_3493_cov_17.134671	89.0	3426.0	3337.0	Yes			1	Terpene	deepBGC	0.69861	
VLC002_NODE_2_1	VLC002-metaspades	NODE_2_length_152645_cov_16.894561	4115.0	26195.0	22080.0	Yes			1	Unknown	deepBGC	0.62489	
VLC002_NODE_2_0	VLC002-metaspades	NODE_2_length_152645_cov_16.894561_A	134183.0	149806.0	15623.0	Yes			1	Unknown	deepBGC	0.66412	
VLC002_NODE_203_0	VLC002-metaspades	NODE_203_length_13257_cov_15.436903	1756.0	12904.0	11148.0	Yes			1	Unknown	deepBGC	0.8387	
VLC002_NODE_204_0	VLC002-metaspades	NODE_204_length_13207_cov_7.068355	491.0	5007.0	4516.0	Yes			1	Polyketide	deepBGC	0.70145	
VLC002_NODE_207_0	VLC002-metaspades	NODE_207_length_13061_cov_14.326772	1507.0	12927.0	11420.0	Yes			1	Unknown	deepBGC	0.80422	
VLC002_NODE_214_0	VLC002-metaspades	NODE_214_length_12879_cov_17.250936	67.0	7660.0	7593.0	Yes			1	RiPP	deepBGC	0.62438	
VLC002_NODE_221_0	VLC002-metaspades	NODE_221_length_12511_cov_86.754335	284.0	11392.0	11108.0	Yes			1	RiPP	deepBGC	0.77562	
VLC002_NODE_23_0	VLC002-metaspades	NODE_23_length_54516_cov_15.730156	4248.0	8711.0	4463.0	Yes			1	RiPP	deepBGC	0.62093	
VLC002_NODE_25_1	VLC002-metaspades	NODE_25_length_54358_cov_17.133068	9549.0	31514.0	21967.0	Yes		Yes	2	LAP	antiSMASH		
VLC002_NODE_287_0	VLC002-metaspades	NODE_287_length_10545_cov_14.298189	24.0	7793.0	7769.0	Yes			1	Unknown	deepBGC	0.63094	
VLC002_NODE_3_0	VLC002-metaspades	NODE_3_length_144976_cov_16.194810	40014.0	92441.0	52429.0	Yes	Yes	Yes	3	NRP	antiSMASH		
VLC002_NODE_30_0	VLC002-metaspades	NODE_30_length_51422_cov_16.281426	3920.0	7804.0	3884.0	Yes			1	Unknown	deepBGC	0.63424	
VLC002_NODE_312_0	VLC002-metaspades	NODE_312_length_9835_cov_12.410020	129.0	6794.0	6665.0	Yes			1	Unknown	deepBGC	0.79214	
VLC002_NODE_314_0	VLC002-metaspades	NODE_314_length_9824_cov_11.569761	782.0	7041.0	6259.0	Yes			1	RiPP	deepBGC	0.6148	
VLC002_NODE_317_0	VLC002-metaspades	NODE_317_length_9696_cov_16.923556	935.0	4011.0	3076.0	Yes			1	Unknown	deepBGC	0.60847	
VLC002_NODE_323_0	VLC002-metaspades	NODE_323_length_9563_cov_10.858225	123.0	9556.0	9433.0	Yes			1	Unknown	deepBGC	0.97633	
VLC002_NODE_33_0	VLC002-metaspades	NODE_33_length_47554_cov_15.462452	97.0	4836.0	4739.0	Yes			1	Unknown	deepBGC	0.60978	
VLC002_NODE_330_0	VLC002-metaspades	NODE_330_length_9343_cov_12.630922	348.0	4463.0	4115.0	Yes			1	RiPP	deepBGC	0.64963	
VLC002_NODE_349_0	VLC002-metaspades	NODE_349_length_9063_cov_14.900866	299.0	8946.0	8647.0	Yes			1	Other	deepBGC	0.76142	
VLC002_NODE_353_0	VLC002-metaspades	NODE_353_length_8942_cov_13.218409	40.0	7002.0	6962.0	Yes			1	RiPP	deepBGC	0.66124	
VLC002_NODE_356_0	VLC002-metaspades	NODE_356_length_8923_cov_11.031461	297.0	5545.0	5248.0	Yes			1	Polyketide	deepBGC	0.61608	
VLC002_NODE_359_0	VLC002-metaspades	NODE_359_length_8872_cov_19.317001	5796.0	8850.0	3054.0	Yes			1	Unknown	deepBGC	0.67347	
VLC002_NODE_36_0	VLC002-metaspades	NODE_36_length_44499_cov_15.958240	3160.0	23453.0	20293.0	Yes			1	RiPP	deepBGC	0.81612	
VLC002_NODE_38_0	VLC002-metaspades	NODE_38_length_41510_cov_12.882837	31349.0	36293.0	4944.0	Yes			1	Polyketide	deepBGC	0.71438	
VLC002_NODE_392_0	VLC002-metaspades	NODE_392_length_8525_cov_13.813341	577.0	6848.0	6271.0	Yes			1	Unknown	deepBGC	0.69256	
VLC002_NODE_409_0	VLC002-metaspades	NODE_409_length_8356_cov_10.472112	729.0	8216.0	7487.0	Yes			1	Unknown	deepBGC	0.67647	
VLC002_NODE_450_0	VLC002-metaspades	NODE_450_length_7892_cov_8.740845	41.0	3747.0	3706.0	Yes			1	Unknown	deepBGC	0.60707	
VLC002_NODE_46_0	VLC002-metaspades	NODE_46_length_38804_cov_16.84957	1090.0	13261.0	12173.0			Yes	1	RiPP	antiSMASH		
VLC002_NODE_461_0	VLC002-metaspades	NODE_461_length_7756_cov_13.883522	103.0	4778.0	4675.0	Yes			1	RiPP	deepBGC	0.72581	
VLC002_NODE_482_0	VLC002-metaspades	NODE_482_length_7598_cov_13.093597	831.0	7034.0	6203.0	Yes			1	RiPP	deepBGC	0.82697	
VLC002_NODE_493_0	VLC002-metaspades	NODE_493_length_7462_cov_9.614824	881.0	7256.0	6375.0	Yes			1	Unknown	deepBGC	0.64307	
VLC002_NODE_528_0	VLC002-metaspades	NODE_528_length_7242_cov_12.607207	291.0	4708.0	4417.0	Yes			1	Unknown	deepBGC	0.66158	
VLC002_NODE_544_0	VLC002-metaspades	NODE_544_length_7116_cov_7.468631	481.0	5524.0	5043.0	Yes			1	Unknown	deepBGC	0.96012	
VLC002_NODE_547_0	VLC002-metaspades	NODE_547_length_7113_cov_12.421366	425.0	5563.0	5138.0	Yes			1	Unknown	deepBGC	0.72602	
VLC002_NODE_566_0	VLC002-metaspades	NODE_566_length_7005_cov_7.112374	1122.0	5750.0	4628.0	Yes			1	Unknown	deepBGC	0.60719	
VLC002_NODE_589_0	VLC002-metaspades	NODE_589_length_6885_cov_13.644363	255.0	6807.0	6552.0	Yes			1	RiPP	deepBGC	0.71491	
VLC002_NODE_62_0	VLC002-metaspades	NODE_62_length_31465_cov_16.819357	4892.0	7917.0	3025.0	Yes			1	RiPP	deepBGC	0.70029	
VLC002_NODE_653_0	VLC002-metaspades	NODE_653_length_6549_cov_13.785186	1993.0	6284.0	4291.0	Yes			1	Unknown	deepBGC	0.66466	
VLC002_NODE_655_0	VLC002-metaspades	NODE_655_length_6540_cov_7.470316	2909.0	6429.0	3520.0	Yes			1	Polyketide	deepBGC	0.62943	
VLC002_NODE_663_0	VLC002-metaspades	NODE_663_length_6490_cov_75.919969	5.0	6434.0	6429.0	Yes			1	RiPP	deepBGC	0.92595	
VLC002_NODE_666_0	VLC002-metaspades	NODE_666_length_6486_cov_16.286581	2156.0	5740.0	3584.0		Yes		1	NRP	GECCO	0.964098898183678	
VLC002_NODE_671_0	VLC002-metaspades	NODE_671_length_6479_cov_13.116127	324.0	6355.0	6031.0	Yes			1	Unknown	deepBGC	0.60901	
VLC002_NODE_680_0	VLC002-metaspades	NODE_680_length_6446_cov_13.915193	128.0	3813.0	3685.0	Yes			1	RiPP	deepBGC	0.60759	
VLC002_NODE_726_0	VLC002-metaspades	NODE_726_length_6187_cov_9.549576	354.0	3778.0	3424.0	Yes			1	Unknown	deepBGC	0.63171	
VLC002_NODE_743_0	VLC002-metaspades	NODE_743_length_6094_cov_10.917370	257.0	3799.0	3542.0	Yes			1	Unknown	deepBGC	0.85754	
VLC002_NODE_746_0	VLC002-metaspades	NODE_746_length_6079_cov_11.562085	79.0	4287.0	4208.0	Yes			1	RiPP	deepBGC	0.87771	
VLC002_NODE_75_0	VLC002-metaspades	NODE_75_length_28648_cov_17.034869	98.0	16439.0	16341.0	Yes			1	RiPP	deepBGC	0.78017	
VLC002_NODE_799_0	VLC002-metaspades	NODE_799_length_5829_cov_6.718220	266.0	4909.0	4643.0	Yes			1	Polyketide	deepBGC	0.7253	
VLC002_NODE_82_0	VLC002-metaspades	NODE_82_length_25964_cov_16.716199	158.0	3181.0	3023.0	Yes			1	Unknown	deepBGC	0.67147	
VLC002_NODE_828_0	VLC002-metaspades	NODE_828_length_5695_cov_35.580142	428.0	5496.0	5068.0	Yes			1	Polyketide	deepBGC	0.61211	
VLC002_NODE_84_0	VLC002-metaspades	NODE_84_length_25031_cov_16.381606	2548.0	9212.0	6664.0	Yes			1	RiPP	deepBGC	0.68717	
VLC002_NODE_845_0	VLC002-metaspades	NODE_845_length_5635_cov_87.620609	78.0	5582.0	5504.0	Yes			1	Polyketide	deepBGC	0.92855	
VLC002_NODE_863_0	VLC002-metaspades	NODE_863_length_5533_cov_15.851041	322.0	4471.0	4149.0	Yes			1	RiPP	deepBGC	0.70693	
VLC002_NODE_866_0	VLC002-metaspades	NODE_866_length_5529_cov_11.321520	344.0	4936.0	4592.0	Yes			1	Unknown	deepBGC	0.87486	
VLC002_NODE_915_0	VLC002-metaspades	NODE_915_length_5382_cov_9.284588	467.0	5056.0	4589.0	Yes			1	Polyketide	deepBGC	0.69879	
